"year","source","flow","destination","weight","value"
1996,"Gambia","export","Guinea-Bissau",,666
1996,"Gambia","export","Areas, nes",,193
1996,"Germany","export","World",,251719056
1996,"Germany","export","Albania",,1992
1996,"Germany","export","Algeria",,1328
1996,"Germany","export","Andorra",,272427
1996,"Germany","export","Angola",,664
1996,"Germany","export","Argentina",,207976
1996,"Germany","export","Australia",,1070455
1996,"Germany","export","Austria",,15917394
1996,"Germany","export","Bahrain",,45182
1996,"Germany","export","Bangladesh",,10630
1996,"Germany","export","Armenia",,20598
1996,"Germany","export","Belgium-Luxembourg",,4639328
1996,"Germany","export","Bolivia (Plurinational State of)",,76411
1996,"Germany","export","Bosnia Herzegovina",,9301
1996,"Germany","export","Brazil",,106976
1996,"Germany","export","Brunei Darussalam",,77742
1996,"Germany","export","Bulgaria",,307644
1996,"Germany","export","Belarus",,150831
1996,"Germany","export","Cameroon",,5979
1996,"Germany","export","Canada",,920285
1996,"Germany","export","Sri Lanka",,41195
1996,"Germany","export","Chile",,390038
1996,"Germany","export","China",,904339
1996,"Germany","export","Colombia",,725600
1996,"Germany","export","Costa Rica",,6644
1996,"Germany","export","Croatia",,207974
1996,"Germany","export","Cyprus",,179403
1996,"Germany","export","Czech Rep.",,3487800
1996,"Germany","export","Denmark",,5261275
1996,"Germany","export","Dominican Rep.",,5315
1996,"Germany","export","Ecuador",,27240
1996,"Germany","export","El Salvador",,10629
1996,"Germany","export","Estonia",,111625
1996,"Germany","export","Finland",,2306371
1996,"Germany","export","France",,22845832
1996,"Germany","export","French Polynesia",,35879
1996,"Germany","export","Georgia",,203323
1996,"Germany","export","Ghana",,136878
1996,"Germany","export","Gibraltar",,11960
1996,"Germany","export","Greece",,3621359
1996,"Germany","export","Greenland",,25248
1996,"Germany","export","Guatemala",,23254
1996,"Germany","export","Guyana",,2657
1996,"Germany","export","China, Hong Kong SAR",,130897
1996,"Germany","export","Hungary",,1051852
1996,"Germany","export","Iceland",,31890
1996,"Germany","export","Indonesia",,1644561
1996,"Germany","export","Iran",,28569
1996,"Germany","export","Ireland",,356153
1996,"Germany","export","Israel",,2092412
1996,"Germany","export","Italy",,8415518
1996,"Germany","export","Côte d'Ivoire",,5315
1996,"Germany","export","Japan",,2938946
1996,"Germany","export","Kazakhstan",,299008
1996,"Germany","export","Jordan",,164787
1996,"Germany","export","Kenya",,2657
1996,"Germany","export","Dem. People's Rep. of Korea",,46510
1996,"Germany","export","Rep. of Korea",,1360166
1996,"Germany","export","Kuwait",,137542
1996,"Germany","export","Kyrgyzstan",,62458
1996,"Germany","export","Lebanon",,291034
1996,"Germany","export","Latvia",,697689
1996,"Germany","export","Lithuania",,3358895
1996,"Germany","export","China, Macao SAR",,11959
1996,"Germany","export","Madagascar",,19268
1996,"Germany","export","Malawi",,9301
1996,"Germany","export","Malaysia",,2581463
1996,"Germany","export","Maldives",,21263
1996,"Germany","export","Mali",,7308
1996,"Germany","export","Malta",,281731
1996,"Germany","export","Mauritius",,1993
1996,"Germany","export","Mexico",,617954
1996,"Germany","export","Other Asia, nes",,164785
1996,"Germany","export","Mongolia",,33886
1996,"Germany","export","Rep. of Moldova",,55148
1996,"Germany","export","Oman",,5315
1996,"Germany","export","Nepal",,6644
1996,"Germany","export","Netherlands",,12726606
1996,"Germany","export","Neth. Antilles",,1328
1996,"Germany","export","Aruba",,664
1996,"Germany","export","New Caledonia",,95682
1996,"Germany","export","New Zealand",,205980
1996,"Germany","export","Nigeria",,11959
1996,"Germany","export","Norway",,3087791
1996,"Germany","export","Pakistan",,52490
1996,"Germany","export","Panama",,3986
1996,"Germany","export","Papua New Guinea",,70431
1996,"Germany","export","Paraguay",,152162
1996,"Germany","export","Peru",,217279
1996,"Germany","export","Philippines",,31890
1996,"Germany","export","Poland",,1180093
1996,"Germany","export","Portugal",,1911011
1996,"Germany","export","Qatar",,48500
1996,"Germany","export","Romania",,961483
1996,"Germany","export","Russian Federation",,4446633
1996,"Germany","export","Saint Lucia",,3321
1996,"Germany","export","Saudi Arabia",,2138926
1996,"Germany","export","Senegal",,33222
1996,"Germany","export","India",,104982
1996,"Germany","export","Singapore",,1555521
1996,"Germany","export","Slovakia",,361467
1996,"Germany","export","Viet Nam",,79070
1996,"Germany","export","Slovenia",,126910
1996,"Germany","export","So. African Customs Union",,900351
1996,"Germany","export","Zimbabwe",,22589
1996,"Germany","export","Spain",,12563811
1996,"Germany","export","Fmr Sudan",,664
1996,"Germany","export","Sweden",,8697915
1996,"Germany","export","Switzerland",,22426552
1996,"Germany","export","Syria",,1328
1996,"Germany","export","Thailand",,2767515
1996,"Germany","export","Trinidad and Tobago",,66446
1996,"Germany","export","United Arab Emirates",,1582099
1996,"Germany","export","Tunisia",,14617
1996,"Germany","export","Turkey",,6312469
1996,"Germany","export","Uganda",,12623
1996,"Germany","export","Ukraine",,1835264
1996,"Germany","export","TFYR of Macedonia",,6644
1996,"Germany","export","Egypt",,583402
1996,"Germany","export","United Kingdom",,8361030
1996,"Germany","export","United Rep. of Tanzania",,113622
1996,"Germany","export","Bunkers",,1993
1996,"Germany","export","USA",,61429672
1996,"Germany","export","Burkina Faso",,71761
1996,"Germany","export","Uruguay",,9966
1996,"Germany","export","Uzbekistan",,1328
1996,"Germany","export","Venezuela",,65781
1996,"Germany","export","Yemen",,2711704
1996,"Germany","export","Serbia and Montenegro",,43854
1996,"Germany","export","Zambia",,29233
1996,"Germany","export","Areas, nes",,125580
1996,"Greece","export","World",,40432304
1996,"Greece","export","Albania",,9289
1996,"Greece","export","Austria",,1825518
1996,"Greece","export","Bangladesh",,382808
1996,"Greece","export","Brazil",,1516850
1996,"Greece","export","Sri Lanka",,11710
1996,"Greece","export","Colombia",,377922
1996,"Greece","export","Cyprus",,14007940
1996,"Greece","export","Germany",,13713983
1996,"Greece","export","Israel",,2468406
1996,"Greece","export","Italy",,3160165
1996,"Greece","export","Kenya",,10031
1996,"Greece","export","Malaysia",,102224
1996,"Greece","export","Portugal",,127834
1996,"Greece","export","Romania",,1274995
1996,"Greece","export","Russian Federation",,1827
1996,"Greece","export","So. African Customs Union",,620055
1996,"Greece","export","Spain",,44953
1996,"Greece","export","Turkey",,148060
1996,"Greece","export","TFYR of Macedonia",,187749
1996,"Greece","export","United Kingdom",,8617
1996,"Greece","export","Bunkers",,8519
1996,"Greece","export","USA",,422386
1996,"Greece","export","Areas, nes",,461
1996,"Greenland","export","World",,2397
1996,"Greenland","export","Denmark",,2160
1996,"Greenland","export","Areas, nes",,237
1996,"China, Hong Kong SAR","export","World",,1471341
1996,"China, Hong Kong SAR","export","Australia",,3102
1996,"China, Hong Kong SAR","export","Austria",,51588
1996,"China, Hong Kong SAR","export","Brazil",,24564
1996,"China, Hong Kong SAR","export","Cambodia",,100072
1996,"China, Hong Kong SAR","export","Canada",,8274
1996,"China, Hong Kong SAR","export","China",,194842
1996,"China, Hong Kong SAR","export","Indonesia",,1810
1996,"China, Hong Kong SAR","export","Japan",,62189
1996,"China, Hong Kong SAR","export","Rep. of Korea",,7757
1996,"China, Hong Kong SAR","export","China, Macao SAR",,278495
1996,"China, Hong Kong SAR","export","Other Asia, nes",,35167
1996,"China, Hong Kong SAR","export","Papua New Guinea",,20687
1996,"China, Hong Kong SAR","export","Philippines",,601214
1996,"China, Hong Kong SAR","export","United Kingdom",,57663
1996,"China, Hong Kong SAR","export","USA",,23401
1996,"China, Hong Kong SAR","export","Areas, nes",,516
1996,"Hungary","export","World",,3954000
1996,"Hungary","export","Australia",,10000
1996,"Hungary","export","Austria",,87000
1996,"Hungary","export","Croatia",,1000
1996,"Hungary","export","Cyprus",,12000
1996,"Hungary","export","Czech Rep.",,4000
1996,"Hungary","export","Finland",,478000
1996,"Hungary","export","France",,159000
1996,"Hungary","export","Germany",,1071000
1996,"Hungary","export","Italy",,65000
1996,"Hungary","export","Jamaica",,700000
1996,"Hungary","export","Japan",,206000
1996,"Hungary","export","Lebanon",,86000
1996,"Hungary","export","Neth. Antilles",,1000
1996,"Hungary","export","New Zealand",,100000
1996,"Hungary","export","Norway",,143000
1996,"Hungary","export","Poland",,44000
1996,"Hungary","export","Romania",,155000
1996,"Hungary","export","Slovakia",,44000
1996,"Hungary","export","Slovenia",,53000
1996,"Hungary","export","Sweden",,1000
1996,"Hungary","export","Switzerland",,18000
1996,"Hungary","export","United Arab Emirates",,4000
1996,"Hungary","export","Ukraine",,26000
1996,"Hungary","export","United Kingdom",,4000
1996,"Hungary","export","USA",,482000
1996,"Indonesia","export","World",,302623
1996,"Indonesia","export","Belgium-Luxembourg",,1766
1996,"Indonesia","export","France",,1020
1996,"Indonesia","export","Germany",,2949
1996,"Indonesia","export","Hungary",,526
1996,"Indonesia","export","Jordan",,1105
1996,"Indonesia","export","Malaysia",,7479
1996,"Indonesia","export","Mexico",,2209
1996,"Indonesia","export","Oceania, nes",,820
1996,"Indonesia","export","Pakistan",,3178
1996,"Indonesia","export","Singapore",,217607
1996,"Indonesia","export","Egypt",,40962
1996,"Indonesia","export","USA",,21826
1996,"Indonesia","export","Areas, nes",,1176
1996,"Ireland","export","World",,767568
1996,"Ireland","export","Canada",,527730
1996,"Ireland","export","France",,75283
1996,"Ireland","export","Israel",,1710
1996,"Ireland","export","Japan",,2517
1996,"Ireland","export","Lebanon",,91552
1996,"Ireland","export","So. African Customs Union",,15954
1996,"Ireland","export","Switzerland",,1120
1996,"Ireland","export","United Kingdom",,50893
1996,"Ireland","export","Areas, nes",,809
1996,"Israel","export","World",,303000
1996,"Israel","export","Finland",,17000
1996,"Israel","export","Germany",,37000
1996,"Israel","export","Other Europe, nes",,8000
1996,"Israel","export","Philippines",,15000
1996,"Israel","export","Switzerland",,68000
1996,"Israel","export","United Kingdom",,84000
1996,"Israel","export","USA",,63000
1996,"Israel","export","Areas, nes",,11000
1996,"Italy","export","World",,332073312
1996,"Italy","export","Albania",,21199
1996,"Italy","export","Algeria",,1776431
1996,"Italy","export","Andorra",,228747
1996,"Italy","export","Angola",,1944
1996,"Italy","export","Argentina",,1780745
1996,"Italy","export","Australia",,6085504
1996,"Italy","export","Austria",,3026313
1996,"Italy","export","Bahamas",,17383
1996,"Italy","export","Bangladesh",,7127
1996,"Italy","export","Barbados",,22100
1996,"Italy","export","Belgium-Luxembourg",,6812825
1996,"Italy","export","Brazil",,223292
1996,"Italy","export","Bulgaria",,627123
1996,"Italy","export","Cameroon",,45353
1996,"Italy","export","Canada",,388972
1996,"Italy","export","Sri Lanka",,120845
1996,"Italy","export","Chile",,879687
1996,"Italy","export","China",,309847
1996,"Italy","export","Colombia",,1326124
1996,"Italy","export","Congo",,2224707
1996,"Italy","export","Costa Rica",,1037
1996,"Italy","export","Croatia",,136596
1996,"Italy","export","Cuba",,11668
1996,"Italy","export","Cyprus",,2823961
1996,"Italy","export","Czech Rep.",,1445453
1996,"Italy","export","Denmark",,2301796
1996,"Italy","export","Dominican Rep.",,16802
1996,"Italy","export","Ecuador",,8360
1996,"Italy","export","El Salvador",,171161
1996,"Italy","export","Estonia",,25141
1996,"Italy","export","Finland",,3712405
1996,"Italy","export","France",,37984400
1996,"Italy","export","Gabon",,4900
1996,"Italy","export","Germany",,26220666
1996,"Italy","export","Ghana",,140741
1996,"Italy","export","Greece",,13452709
1996,"Italy","export","Guatemala",,819757
1996,"Italy","export","China, Hong Kong SAR",,75557
1996,"Italy","export","Hungary",,598995
1996,"Italy","export","Iceland",,86968
1996,"Italy","export","Indonesia",,157243
1996,"Italy","export","Ireland",,500702
1996,"Italy","export","Israel",,3816910
1996,"Italy","export","Côte d'Ivoire",,219875
1996,"Italy","export","Japan",,7095975
1996,"Italy","export","Jordan",,22666
1996,"Italy","export","Kenya",,1944
1996,"Italy","export","Rep. of Korea",,1378410
1996,"Italy","export","Kuwait",,1350666
1996,"Italy","export","Lebanon",,2187572
1996,"Italy","export","Latvia",,265874
1996,"Italy","export","Lithuania",,74395
1996,"Italy","export","Madagascar",,739
1996,"Italy","export","Malaysia",,805877
1996,"Italy","export","Malta",,1358524
1996,"Italy","export","Mauritius",,2733
1996,"Italy","export","Mexico",,2718200
1996,"Italy","export","Other Asia, nes",,769015
1996,"Italy","export","Morocco",,1954305
1996,"Italy","export","Mozambique",,729
1996,"Italy","export","Nepal",,60802
1996,"Italy","export","Netherlands",,511766
1996,"Italy","export","Neth. Antilles",,90542
1996,"Italy","export","Aruba",,3081
1996,"Italy","export","New Caledonia",,13761
1996,"Italy","export","New Zealand",,933823
1996,"Italy","export","Nicaragua",,20465
1996,"Italy","export","Nigeria",,5292
1996,"Italy","export","Norway",,2871412
1996,"Italy","export","Pakistan",,174836
1996,"Italy","export","Paraguay",,274510
1996,"Italy","export","Peru",,3408807
1996,"Italy","export","Philippines",,1353882
1996,"Italy","export","Poland",,179020
1996,"Italy","export","Portugal",,10767983
1996,"Italy","export","Guinea-Bissau",,1134
1996,"Italy","export","Qatar",,8265
1996,"Italy","export","Romania",,434760
1996,"Italy","export","Russian Federation",,1148962
1996,"Italy","export","Saint Pierre and Miquelon",,20288
1996,"Italy","export","Saudi Arabia",,2495
1996,"Italy","export","Senegal",,4499
1996,"Italy","export","Sierra Leone",,178211
1996,"Italy","export","India",,763732
1996,"Italy","export","Singapore",,349312
1996,"Italy","export","Slovakia",,146375
1996,"Italy","export","Slovenia",,1315057
1996,"Italy","export","So. African Customs Union",,863577
1996,"Italy","export","Zimbabwe",,24760
1996,"Italy","export","Spain",,15895986
1996,"Italy","export","Sweden",,4844903
1996,"Italy","export","Switzerland",,2419232
1996,"Italy","export","Thailand",,4929455
1996,"Italy","export","United Arab Emirates",,124196
1996,"Italy","export","Tunisia",,156194
1996,"Italy","export","Turkey",,23327522
1996,"Italy","export","Uganda",,404204
1996,"Italy","export","Ukraine",,148761
1996,"Italy","export","Egypt",,396322
1996,"Italy","export","United Kingdom",,20869896
1996,"Italy","export","United Rep. of Tanzania",,5433
1996,"Italy","export","USA",,91072872
1996,"Italy","export","Burkina Faso",,58987
1996,"Italy","export","Uruguay",,223636
1996,"Italy","export","Venezuela",,504053
1996,"Italy","export","Serbia and Montenegro",,108425
1996,"Italy","export","Zambia",,1750
1996,"Italy","export","Areas, nes",,2379
1996,"Japan","export","World",,75173203
1996,"Japan","export","Australia",,1308421
